Reg,Bank,Status,Year,Н1.0,ROE,Loans,Securities,Deposits,Equity,EBT,H4,ROA,Overdue_debt_ratio,Hedge_indicator,
2555,БАНК НА ГОНЧАРНОЙ (АО),Inactive,2016,37.47%,3.52%,"5,273,821,000","367,123,000","879,188,000","3,133,490,000","329,558,000",18.66%,1.06%,3.74%,0,
2555,БАНК НА ГОНЧАРНОЙ (АО),Inactive,2017,41.67%,2.45%,"5,794,199,000",0,"596,568,000","3,411,181,000","284,207,000",37.92%,0.99%,2.88%,0,
2557,"СИТИБАНК, АО КБ",Active,2016,15.15%,11.16%,"260,337,867,000","79,156,954,000","172,580,728,000","55,335,239,000","14,172,763,000",8.48%,1.40%,0.22%,1,
2557,"СИТИБАНК, АО КБ",Active,2017,15.46%,14.32%,"266,265,904,000","73,078,331,000","187,330,625,000","59,517,129,000","18,927,931,000",11.00%,1.69%,0.19%,0,
2557,"СИТИБАНК, АО КБ",Active,2018,14.50%,14.39%,"348,636,727,000","62,935,945,000","224,828,368,000","56,102,272,000","17,017,187,000",13.92%,1.58%,0.14%,1,
2557,"СИТИБАНК, АО КБ",Active,2019,14.23%,22.61%,"355,702,713,000","117,360,375,000","212,533,894,000","60,748,698,000","22,805,795,000",11.22%,2.48%,0.16%,1,
2557,"СИТИБАНК, АО КБ",Active,2020,14.56%,8.80%,"423,081,267,000","154,443,597,000","256,310,668,000","60,932,288,000","12,193,583,000",9.02%,0.87%,0.15%,1,
2557,"СИТИБАНК, АО КБ",Active,2021,15.34%,10.13%,"412,855,685,000","144,526,369,000","242,512,683,000","64,414,471,000","11,984,948,000",15.42%,0.86%,0.10%,1,
2559,ЗИРААТ БАНК (МОСКВА) (АО),Active,2016,43.55%,4.13%,"4,353,223,000","63,296,000","2,103,858,000","2,294,280,000","189,051,000",28.62%,1.94%,8.73%,0,
2559,ЗИРААТ БАНК (МОСКВА) (АО),Active,2017,40.14%,5.16%,"4,222,379,000","65,150,000","1,711,626,000","2,491,744,000","232,853,000",49.11%,2.11%,4.04%,0,
2559,ЗИРААТ БАНК (МОСКВА) (АО),Active,2018,35.95%,6.37%,"6,071,388,000","66,505,000","2,797,428,000","2,714,579,000","332,456,000",67.84%,2.44%,1.40%,0,
2559,ЗИРААТ БАНК (МОСКВА) (АО),Active,2019,31.34%,6.47%,"7,868,375,000","126,162,000","3,573,330,000","3,025,845,000","414,619,000",58.63%,2.35%,0.93%,0,
2559,ЗИРААТ БАНК (МОСКВА) (АО),Active,2020,33.73%,7.31%,"7,526,939,000","76,406,000","2,667,445,000","3,281,176,000","495,226,000",35.55%,2.54%,0.73%,0,
2559,ЗИРААТ БАНК (МОСКВА) (АО),Active,2021,28.11%,7.34%,"15,148,732,000","70,674,000","2,353,359,000","3,766,642,000","546,697,000",53.10%,2.78%,1.78%,0,
2564,"ЯРИНТЕРБАНК (ООО), ИКБР",Active,2016,17.24%,0.50%,"1,380,347,000",0,"982,406,000","336,031,000","4,955,000",54.53%,0.08%,6.41%,0,
2564,"ЯРИНТЕРБАНК (ООО), ИКБР",Active,2017,19.85%,3.12%,"1,246,241,000",0,"775,328,000","361,699,000","38,220,000",34.57%,0.50%,5.70%,0,
2564,"ЯРИНТЕРБАНК (ООО), ИКБР",Active,2018,15.90%,1.73%,"1,541,474,000",0,"1,084,433,000","362,077,000","15,007,000",87.08%,0.30%,4.08%,0,
2564,"ЯРИНТЕРБАНК (ООО), ИКБР",Active,2019,13.88%,6.20%,"1,720,868,000",0,"1,395,640,000","351,748,000","34,685,000",,0.82%,1.05%,0,
2564,"ЯРИНТЕРБАНК (ООО), ИКБР",Active,2020,12.94%,2.64%,"1,838,904,000",0,"1,499,709,000","372,049,000","35,784,000",,0.34%,0.94%,0,
2564,"ЯРИНТЕРБАНК (ООО), ИКБР",Active,2021,12.58%,5.04%,"1,992,741,000",0,"1,745,369,000","379,826,000","43,808,000",,0.66%,0.18%,0,
2568,"КУРГАН, ООО БАНК",Active,2017,45.40%,3.86%,"656,822,000",0,"353,526,000","435,106,000","32,522,000",55.33%,1.42%,10.06%,0,
2568,"КУРГАН, ООО БАНК",Active,2018,51.20%,3.62%,"608,734,000",0,"388,397,000","461,321,000","36,675,000",,1.20%,10.26%,0,
2568,"КУРГАН, ООО БАНК",Active,2019,41.95%,6.92%,"757,935,000",0,"436,686,000","465,852,000","52,066,000",,2.47%,7.67%,0,
2568,"КУРГАН, ООО БАНК",Active,2020,46.40%,7.10%,"630,811,000",0,"432,847,000","503,816,000","63,447,000",,2.51%,3.34%,0,
2568,"КУРГАН, ООО БАНК",Active,2021,45.17%,5.01%,"668,941,000",0,"364,314,000","529,857,000","58,218,000",,1.87%,3.14%,0,
2574,БАНК РМП (АО),Active,2016,32.48%,-1.28%,"904,428,000","169,835,000","126,572,000","499,371,000","2,657,000",0.87%,-0.56%,7.51%,0,
2574,БАНК РМП (АО),Active,2017,18.97%,3.38%,"939,498,000","915,771,000","171,082,000","508,981,000","20,745,000",31.95%,0.88%,7.35%,0,
2574,БАНК РМП (АО),Active,2018,41.51%,-4.99%,"726,345,000","342,984,000","98,850,000","494,303,000","-7,069,000",0.00%,-1.42%,14.22%,0,
2574,БАНК РМП (АО),Active,2019,47.56%,2.84%,"692,072,000","441,940,000","295,647,000","537,297,000","69,025,000",,0.99%,22.44%,0,
2574,БАНК РМП (АО),Active,2020,47.20%,6.01%,"701,305,000","318,989,000","339,372,000","601,191,000","68,490,000",,1.93%,21.52%,0,
2574,БАНК РМП (АО),Active,2021,57.85%,2.19%,"617,124,000","218,090,000","189,352,000","650,770,000","61,844,000",,0.78%,19.04%,0,
2576,"ГАРАНТ-ИНВЕСТ (АО), КБ",Active,2016,15.30%,-8.12%,"12,419,173,000","1,361,037,000","7,364,553,000","2,130,793,000","-252,497,000",31.56%,-1.03%,3.66%,0,
2576,"ГАРАНТ-ИНВЕСТ (АО), КБ",Active,2017,17.53%,1.68%,"12,516,875,000","2,533,451,000","6,655,837,000","2,485,761,000","111,843,000",70.68%,0.25%,20.93%,0,
2576,"ГАРАНТ-ИНВЕСТ (АО), КБ",Active,2018,13.21%,-28.74%,"11,657,065,000","2,783,188,000","6,350,823,000","1,572,711,000","-800,448,000",68.63%,-3.30%,14.96%,0,
2576,"ГАРАНТ-ИНВЕСТ (АО), КБ",Active,2019,19.84%,23.95%,"10,830,434,000","2,026,262,000","5,355,915,000","1,725,962,000","1,147,150,000",61.78%,2.66%,11.60%,0,
2576,"ГАРАНТ-ИНВЕСТ (АО), КБ",Active,2020,20.60%,5.28%,"10,964,534,000","1,822,772,000","4,027,347,000","1,743,059,000","229,255,000",65.07%,0.64%,10.79%,0,
2576,"ГАРАНТ-ИНВЕСТ (АО), КБ",Active,2021,25.08%,6.48%,"11,141,231,000","1,705,970,000","4,701,418,000","1,856,086,000","207,396,000",67.00%,0.78%,8.57%,0,
2584,"КУБ (АО), БАНК",Active,2016,15.85%,1.85%,"18,158,782,000","4,627,185,000","19,114,483,000","5,075,735,000","387,180,000",25.50%,0.28%,4.69%,0,
2584,"КУБ (АО), БАНК",Active,2017,15.12%,4.97%,"18,189,775,000","7,272,935,000","20,188,555,000","5,088,369,000","496,599,000",25.64%,0.81%,4.24%,0,
2584,"КУБ (АО), БАНК",Active,2018,15.40%,5.83%,"16,249,146,000","9,228,281,000","20,745,621,000","5,142,298,000","540,064,000",39.30%,0.90%,3.07%,0,
2584,"КУБ (АО), БАНК",Active,2019,14.33%,5.83%,"19,963,948,000","10,093,406,000","22,378,958,000","5,469,503,000","653,204,000",35.33%,0.91%,2.49%,0,
2584,"КУБ (АО), БАНК",Active,2020,12.51%,4.18%,"19,455,486,000","11,735,170,000","24,979,538,000","5,225,227,000","381,570,000",35.21%,0.56%,2.43%,0,
2584,"КУБ (АО), БАНК",Active,2021,12.42%,5.98%,"25,643,627,000","7,306,609,000","27,593,506,000","5,310,449,000","498,515,000",44.72%,0.71%,2.70%,0,
2590,"АК БАРС БАНК, ПАО",Active,2016,13.36%,-0.45%,"232,698,921,000","137,460,017,000","281,670,896,000","71,645,291,000","551,694,000",42.37%,-0.06%,5.56%,0,
2590,"АК БАРС БАНК, ПАО",Active,2017,14.72%,0.55%,"241,512,400,000","158,436,282,000","307,383,533,000","78,930,785,000","941,977,000",32.52%,0.08%,5.22%,0,
2590,"АК БАРС БАНК, ПАО",Active,2018,15.11%,1.66%,"327,119,048,000","127,865,992,000","361,398,210,000","79,008,228,000","2,979,719,000",33.02%,0.27%,7.75%,0,
2590,"АК БАРС БАНК, ПАО",Active,2019,15.11%,4.10%,"343,068,160,000","176,764,488,000","425,065,156,000","78,209,997,000","6,938,442,000",29.08%,0.55%,10.95%,0,
2590,"АК БАРС БАНК, ПАО",Active,2020,14.33%,3.66%,"355,930,664,000","186,721,999,000","440,111,402,000","75,168,165,000","5,704,273,000",31.68%,0.42%,8.44%,0,
2590,"АК БАРС БАНК, ПАО",Active,2021,12.06%,5.17%,"395,133,843,000","195,641,321,000","496,691,053,000","76,372,718,000","7,408,271,000",40.72%,0.59%,6.04%,0,
2593,"АЛЬБА АЛЬЯНС, ООО КБ",It's being liquidated,2016,29.34%,-2.63%,"2,661,556,000","174,116,000","3,056,232,000","1,702,126,000","-11,388,000",47.33%,-0.55%,6.70%,0,
2593,"АЛЬБА АЛЬЯНС, ООО КБ",It's being liquidated,2017,34.68%,-3.49%,"1,965,516,000","377,154,000","2,965,272,000","2,139,772,000","-98,613,000",25.38%,-1.17%,9.31%,0,
2593,"АЛЬБА АЛЬЯНС, ООО КБ",It's being liquidated,2018,43.45%,-3.29%,"1,819,806,000","341,922,000","1,890,608,000","2,100,595,000","-30,615,000",34.65%,-1.09%,11.98%,0,
2593,"АЛЬБА АЛЬЯНС, ООО КБ",It's being liquidated,2019,53.88%,-5.01%,"1,731,224,000","22,066,000","2,156,680,000","1,994,030,000","-168,720,000",21.47%,-1.85%,22.29%,0,
2593,"АЛЬБА АЛЬЯНС, ООО КБ",It's being liquidated,2020,74.05%,-2.96%,"196,528,000",0,"18,210,000","2,043,222,000","-171,014,000",0.98%,-1.38%,86.36%,0,
2602,"АЛМАЗЭРГИЭНБАНК АО, АКБ",Active,2016,14.33%,-5.03%,"23,031,108,000","744,209,000","20,867,091,000","4,113,575,000","305,379,000",52.24%,-0.61%,3.93%,0,
2602,"АЛМАЗЭРГИЭНБАНК АО, АКБ",Active,2017,12.05%,-17.74%,"20,645,721,000","513,295,000","19,827,501,000","3,063,740,000","-1,108,437,000",49.06%,-1.87%,4.11%,0,
2602,"АЛМАЗЭРГИЭНБАНК АО, АКБ",Active,2018,13.40%,-5.67%,"20,228,236,000","528,939,000","19,142,780,000","3,869,133,000","103,824,000",44.07%,-0.58%,4.73%,0,
2602,"АЛМАЗЭРГИЭНБАНК АО, АКБ",Active,2019,14.86%,-5.65%,"24,321,405,000","627,538,000","19,746,652,000","4,584,744,000","454,996,000",52.15%,-0.69%,7.72%,0,
2602,"АЛМАЗЭРГИЭНБАНК АО, АКБ",Active,2020,15.83%,4.08%,"23,445,159,000","1,162,706,000","18,793,085,000","4,636,754,000","287,125,000",46.82%,0.53%,7.36%,0,
2602,"АЛМАЗЭРГИЭНБАНК АО, АКБ",Active,2021,14.52%,5.87%,"25,136,782,000","788,043,000","20,312,182,000","4,564,893,000","421,641,000",47.05%,0.80%,6.03%,0,
2607,"КРОСНА-БАНК, АО",Active,2016,13.62%,-2.94%,"1,106,445,000","762,089,000","1,910,410,000","360,414,000","-12,345,000",68.35%,-0.40%,0.80%,0,
2607,"КРОСНА-БАНК, АО",Active,2017,12.96%,-0.99%,"1,339,721,000","631,749,000","1,820,275,000","363,747,000","8,770,000",72.92%,-0.14%,1.33%,0,
2607,"КРОСНА-БАНК, АО",Active,2018,14.93%,0.45%,"1,270,236,000","653,717,000","1,773,217,000","382,172,000","22,709,000",0.00%,0.07%,7.05%,0,
2607,"КРОСНА-БАНК, АО",Active,2019,14.60%,0.29%,"1,020,792,000","488,105,000","1,565,569,000","321,028,000","11,088,000",,0.05%,2.59%,0,
2607,"КРОСНА-БАНК, АО",Active,2020,12.79%,-8.36%,"1,798,787,000","787,843,000","3,728,573,000","309,524,000","-88,127,000",,-0.85%,2.21%,0,
2607,"КРОСНА-БАНК, АО",Active,2021,10.67%,-16.87%,"1,116,783,000","467,582,000","1,684,968,000","248,179,000","-82,129,000",,-2.04%,0.07%,0,
2609,"ИТ БАНК, АО",Active,2016,19.51%,-2.68%,"1,314,313,000","1,037,996,000","2,105,190,000","597,505,000","26,477,000",24.20%,-0.43%,0.52%,0,
2609,"ИТ БАНК, АО",Active,2017,17.14%,-4.03%,"1,251,336,000","1,308,152,000","2,208,708,000","592,247,000","9,639,000",27.11%,-0.71%,0.56%,0,
2609,"ИТ БАНК, АО",Active,2018,17.81%,-2.79%,"800,415,000","1,385,241,000","2,057,535,000","578,833,000","14,243,000",,-0.48%,1.42%,0,
2609,"ИТ БАНК, АО",Active,2019,16.76%,-18.47%,"816,844,000","596,510,000","1,886,446,000","353,905,000","-139,471,000",,-2.75%,0.96%,0,
2609,"ИТ БАНК, АО",Active,2020,21.64%,-6.32%,"715,313,000","514,921,000","1,447,446,000","371,198,000","-30,825,000",,-0.89%,1.71%,0,
2609,"ИТ БАНК, АО",Active,2021,24.79%,-4.45%,"313,084,000","550,523,000","1,319,849,000","356,739,000","-28,564,000",,-0.79%,3.92%,0,
2611,"ОБЪЕДИНЕННЫЙ КАПИТАЛ, АО БАНК",Active,2016,33.97%,3.88%,"13,111,032,000","8,579,168,000","19,072,502,000","6,368,046,000","590,775,000",18.83%,0.70%,3.92%,0,
2611,"ОБЪЕДИНЕННЫЙ КАПИТАЛ, АО БАНК",Active,2017,21.33%,8.05%,"8,099,063,000","26,800,627,000","26,226,480,000","6,793,035,000","1,100,516,000",12.41%,1.49%,4.76%,0,
2611,"ОБЪЕДИНЕННЫЙ КАПИТАЛ, АО БАНК",Active,2018,20.41%,3.60%,"6,475,935,000","34,032,105,000","26,836,052,000","6,932,495,000","444,587,000",10.74%,0.58%,6.21%,0,
2611,"ОБЪЕДИНЕННЫЙ КАПИТАЛ, АО БАНК",Active,2019,29.77%,6.61%,"10,712,562,000","25,552,248,000","26,564,941,000","7,218,164,000","797,584,000",14.63%,1.00%,7.72%,0,
2611,"ОБЪЕДИНЕННЫЙ КАПИТАЛ, АО БАНК",Active,2020,25.90%,5.31%,"19,476,003,000","25,993,199,000","37,401,486,000","7,926,470,000","663,574,000",3.81%,0.77%,7.31%,0,
2611,"ОБЪЕДИНЕННЫЙ КАПИТАЛ, АО БАНК",Active,2021,26.12%,5.72%,"15,304,925,000","28,066,943,000","38,231,204,000","8,090,493,000","825,661,000",6.27%,0.77%,0.74%,0,
2618,"МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ, АО АКБ",Active,2016,11.70%,-31.51%,"39,572,937,000","14,850,816,000","37,272,268,000","7,137,643,000","-4,592,611,000",50.67%,-3.20%,12.74%,0,
2618,"МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ, АО АКБ",Active,2017,11.14%,-14.09%,"29,809,095,000","11,050,915,000","26,348,499,000","6,851,816,000","-1,438,066,000",56.36%,-1.73%,3.48%,0,
2618,"МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ, АО АКБ",Active,2018,12.60%,-28.08%,"24,953,733,000","14,575,855,000","26,718,622,000","6,894,417,000","-3,343,615,000",35.12%,-3.64%,0.25%,0,
2618,"МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ, АО АКБ",Active,2019,16.55%,-6.48%,"14,480,251,000","19,448,378,000","24,024,984,000","6,122,995,000","-2,979,748,000",19.52%,-0.86%,0.78%,0,
2618,"МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ, АО АКБ",Active,2020,13.41%,6.60%,"18,723,346,000","28,584,205,000","32,911,055,000","7,968,894,000","723,097,000",10.20%,0.90%,4.43%,0,
2618,"МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ, АО АКБ",Active,2021,14.08%,0.81%,"18,485,857,000","42,474,030,000","35,455,409,000","8,337,214,000","719,180,000",26.88%,0.09%,4.68%,0,
2629,"ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ (ООО), КБ",Active,2017,31.19%,5.57%,"15,840,055,000","18,000",0,"13,739,588,000","828,125,000",0.14%,2.94%,,1,
2629,"ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ (ООО), КБ",Active,2018,58.41%,2.90%,"24,801,004,000","18,000",0,"27,985,200,000","1,441,557,000",0.07%,2.01%,,1,
2629,"ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ (ООО), КБ",Active,2019,90.03%,3.13%,"31,418,381,000","8,000",0,"29,747,522,000","2,113,767,000",0.07%,2.31%,,1,
2629,"ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ (ООО), КБ",Active,2020,97.19%,2.64%,"14,023,824,000","9,000",0,"30,559,289,000","1,779,387,000",36.18%,1.63%,,1,
2629,"ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ (ООО), КБ",Active,2021,106.19%,3.08%,"2,213,177,000","12,000",0,"32,578,713,000","2,131,866,000",0.06%,2.12%,,0,
2638,БАНК ПТБ (ООО),Active,2016,14.21%,,"3,570,467,000","4,859,228,000","5,927,607,000",,"11,680,000",15.70%,0.13%,17.05%,0,
2638,БАНК ПТБ (ООО),Active,2017,9.46%,-50.29%,"4,673,027,000","1,874,455,000","5,000,669,000","637,523,000","50,567,000",53.13%,-0.81%,13.28%,0,
2638,БАНК ПТБ (ООО),Active,2018,9.33%,11.43%,"5,523,491,000","8,047,260,000","6,321,137,000","703,394,000","128,476,000",41.78%,0.74%,4.86%,0,
2638,БАНК ПТБ (ООО),Active,2019,11.26%,11.63%,"5,169,190,000","6,986,302,000","6,049,270,000","714,635,000","196,459,000",,0.61%,14.50%,0,
2638,БАНК ПТБ (ООО),Active,2020,14.13%,13.25%,"5,428,917,000","9,190,181,000","5,701,733,000","1,013,109,000","334,142,000",,0.70%,14.17%,0,
2638,БАНК ПТБ (ООО),Active,2021,15.64%,12.80%,"5,001,140,000","8,450,974,000","5,712,058,000","1,218,072,000","440,871,000",,0.86%,11.41%,0,
2645,"ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК, АО АИКБ",Active,2017,16.09%,2.46%,"2,446,029,000","31,318,000","4,132,701,000","582,721,000","33,252,000",1.76%,0.23%,5.70%,0,
2645,"ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК, АО АИКБ",Active,2018,16.45%,1.04%,"1,882,331,000","33,084,000","4,241,292,000","579,032,000","17,652,000",1.87%,0.09%,5.35%,0,
2645,"ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК, АО АИКБ",Active,2019,12.42%,1.31%,"2,013,276,000","282,056,000","4,276,825,000","582,317,000","21,816,000",,0.12%,5.30%,0,
2645,"ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК, АО АИКБ",Active,2020,11.28%,2.82%,"2,900,202,000","582,912,000","4,071,160,000","584,240,000","36,762,000",,0.26%,3.50%,0,
2645,"ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК, АО АИКБ",Active,2021,10.64%,1.61%,"3,155,875,000","699,602,000","4,131,466,000","595,432,000","53,665,000",,0.15%,1.89%,0,
2646,"БАНК РЕАЛИСТ, АО",Inactive,2016,41.42%,1.54%,"1,985,359,000","522,086,000","1,330,571,000","1,091,055,000","41,869,000",38.19%,0.42%,0.15%,0,
2646,"БАНК РЕАЛИСТ, АО",Inactive,2017,23.64%,2.36%,"1,730,977,000","207,510,000","1,463,835,000","1,158,976,000","111,277,000",39.27%,0.76%,2.51%,0,
2646,"БАНК РЕАЛИСТ, АО",Inactive,2018,16.62%,-1.56%,"2,898,937,000","597,665,000","2,076,381,000","1,119,075,000","-87,735,000",79.57%,-0.53%,3.73%,0,
2646,"БАНК РЕАЛИСТ, АО",Inactive,2019,16.67%,-7.81%,"2,661,896,000","323,237,000","1,786,939,000","1,051,721,000","109,814,000",,-1.94%,5.59%,0,
2647,"БАНК ИННОВАЦИЙ И РАЗВИТИЯ, АО",Inactive,2016,14.68%,-11.42%,"2,336,575,000","175,554,000","1,707,180,000","532,307,000","-95,302,000",22.77%,-1.49%,10.00%,0,
2647,"БАНК ИННОВАЦИЙ И РАЗВИТИЯ, АО",Inactive,2017,15.71%,6.98%,"2,504,015,000","364,745,000","2,169,172,000","527,953,000","63,776,000",16.92%,0.82%,3.61%,0,
2649,"ПРЕОДОЛЕНИЕ, ООО КБ",Inactive,2016,21.95%,-0.05%,"1,035,794,000","177,848,000","733,279,000","362,707,000","942,000",64.64%,-0.01%,5.92%,0,
2650,"НООСФЕРА (АО), АКБ",Active,2016,28.72%,2.19%,"698,214,000","170,348,000","843,498,000","310,662,000","14,939,000",3.84%,0.47%,2.03%,0,
2650,"НООСФЕРА (АО), АКБ",Active,2017,29.51%,-0.55%,"700,339,000","47,279,000","817,564,000","324,781,000","3,505,000",86.19%,-0.11%,6.43%,0,
2650,"НООСФЕРА (АО), АКБ",Active,2018,54.04%,1.98%,"458,596,000",0,"461,756,000","359,518,000","53,131,000",55.03%,0.36%,11.43%,0,
2650,"НООСФЕРА (АО), АКБ",Active,2019,48.18%,12.51%,"385,157,000",0,"463,307,000","363,705,000","49,196,000",,3.32%,18.01%,0,
2650,"НООСФЕРА (АО), АКБ",Active,2020,44.79%,1.54%,"470,642,000",0,"385,501,000","383,497,000","-7,968,000",,0.30%,3.58%,0,
2650,"НООСФЕРА (АО), АКБ",Active,2021,29.50%,0.23%,"616,309,000",0,"377,251,000","422,394,000","8,717,000",,0.05%,1.04%,0,
2655,"ПИР БАНК, ООО",In bankruptcy,2016,17.84%,5.29%,"2,892,271,000","224,094,000","2,085,265,000","1,107,761,000","138,259,000",28.00%,0.78%,26.19%,0,
2655,"ПИР БАНК, ООО",In bankruptcy,2017,23.48%,-8.72%,"1,801,293,000","55,079,000","1,845,025,000","1,195,057,000","4,341,000",50.33%,-1.94%,24.25%,0,
2659,"АЛТАЙКАПИТАЛБАНК, ООО КБ",Active,2016,19.93%,5.11%,"2,451,167,000","38,781,000","1,568,633,000","587,051,000","39,121,000",52.46%,0.89%,5.68%,0,
2659,"АЛТАЙКАПИТАЛБАНК, ООО КБ",Active,2017,21.55%,6.68%,"2,414,263,000","48,493,000","1,630,364,000","587,970,000","53,795,000",76.92%,1.14%,6.59%,0,
2659,"АЛТАЙКАПИТАЛБАНК, ООО КБ",Active,2018,22.87%,9.95%,"2,065,329,000","48,683,000","2,003,387,000","607,876,000","90,325,000",,1.57%,7.91%,0,
2659,"АЛТАЙКАПИТАЛБАНК, ООО КБ",Active,2019,19.22%,13.10%,"2,422,768,000","55,589,000","2,367,399,000","615,931,000","136,845,000",,2.04%,8.17%,0,
2659,"АЛТАЙКАПИТАЛБАНК, ООО КБ",Active,2020,16.84%,16.19%,"2,885,333,000","58,824,000","2,509,896,000","628,728,000","141,835,000",,2.39%,4.03%,0,
2659,"АЛТАЙКАПИТАЛБАНК, ООО КБ",Active,2021,17.44%,14.76%,"2,763,947,000","35,243,000","2,246,853,000","658,455,000","151,047,000",,2.23%,5.49%,0,
2664,"СЛАВИЯ (АО), АКБ",Active,2016,16.58%,-6.35%,"4,767,311,000","1,522,356,000","4,268,054,000","1,658,679,000","-154,337,000",42.42%,-1.20%,6.49%,0,
2664,"СЛАВИЯ (АО), АКБ",Active,2017,16.25%,-2.65%,"5,036,470,000","1,021,712,000","4,457,733,000","1,544,245,000","-39,483,000",70.09%,-0.49%,5.77%,0,
2664,"СЛАВИЯ (АО), АКБ",Active,2018,14.12%,-2.94%,"3,852,406,000","1,167,013,000","2,982,160,000","939,587,000","-79,502,000",16.19%,-0.57%,6.75%,0,
2664,"СЛАВИЯ (АО), АКБ",Active,2019,15.73%,-3.37%,"4,957,627,000","620,794,000","4,050,433,000","1,066,969,000","2,365,000",14.32%,-0.55%,10.65%,0,
2664,"СЛАВИЯ (АО), АКБ",Active,2020,15.41%,0.69%,"4,576,527,000","449,143,000","3,662,319,000","1,047,213,000","16,972,000",21.69%,0.09%,15.50%,0,
